DateTime,City,Noise_Level_dB,Traffic_Count,temperature,wind_speed,precipitation,humidity,pm25
2024-01-02 12:00:00,New York,73.6,1209,2.2,9.2,0.0,59.0,19.2
2024-01-02 13:00:00,New York,65.1,1195,3.7,9.9,0.0,54.0,18.4
2024-01-02 14:00:00,New York,70.1,860,4.8,10.8,0.0,50.0,13.8
2024-01-02 15:00:00,New York,70.7,1018,5.6,12.0,0.0,48.0,15.7
2024-01-02 16:00:00,New York,71.6,1554,5.7,11.8,0.0,47.0,22.4
2024-01-02 17:00:00,New York,76.0,2026,4.9,7.7,0.0,53.0,28.9
2024-01-02 18:00:00,New York,75.3,2167,1.5,9.6,0.0,69.0,34.2
2024-01-02 19:00:00,New York,72.9,2281,0.4,9.7,0.0,76.0,37.4
2024-01-02 20:00:00,New York,70.7,638,0.0,7.6,0.0,79.0,12.8
2024-01-02 21:00:00,New York,68.5,930,-0.1,7.6,0.0,78.0,17.2
2024-01-02 22:00:00,New York,68.0,600,-0.6,8.5,0.0,80.0,12.3
2024-01-02 23:00:00,New York,71.7,744,-0.6,8.6,0.0,76.0,14.2
2024-01-03 00:00:00,New York,60.7,240,-1.1,7.8,0.0,77.0,6.6
2024-01-03 01:00:00,New York,61.1,72,-1.5,8.0,0.0,80.0,4.1
2024-01-03 02:00:00,New York,62.2,283,-1.6,8.8,0.0,81.0,7.4
2024-01-03 03:00:00,New York,59.1,106,-2.0,8.0,0.0,84.0,4.7
2024-01-03 04:00:00,New York,62.8,306,-2.2,8.0,0.0,85.0,7.9
2024-01-03 05:00:00,New York,61.3,289,-2.3,8.0,0.0,85.0,7.6
2024-01-03 06:00:00,New York,69.2,517,-2.2,8.0,0.0,84.0,11.2
2024-01-03 07:00:00,New York,74.5,1711,-2.1,7.6,0.0,83.0,30.0
2024-01-03 08:00:00,New York,71.7,1992,-1.9,7.7,0.0,82.0,34.3
2024-01-03 09:00:00,New York,76.4,2204,-0.6,9.8,0.0,77.0,36.5
2024-01-03 10:00:00,New York,72.8,921,1.1,9.4,0.0,74.0,16.7
2024-01-03 11:00:00,New York,65.8,1207,3.0,10.2,0.0,65.0,19.9
2024-01-03 12:00:00,New York,68.1,1292,4.4,9.7,0.0,61.0,20.6
2024-01-03 13:00:00,New York,72.1,1098,5.4,10.7,0.0,58.0,17.6
2024-01-03 14:00:00,New York,74.9,1152,7.7,13.3,0.0,48.0,17.4
2024-01-03 15:00:00,New York,66.0,874,7.4,13.3,0.0,50.0,13.9
2024-01-03 16:00:00,New York,74.0,1804,7.3,10.3,0.0,51.0,25.7
2024-01-03 17:00:00,New York,74.7,1879,5.9,8.9,0.0,59.0,28.2
2024-01-03 18:00:00,New York,72.7,2107,3.6,14.4,0.0,67.0,32.9
2024-01-03 19:00:00,New York,74.6,1699,3.1,13.0,0.0,69.0,27.5
2024-01-03 20:00:00,New York,67.9,703,2.0,8.6,0.0,77.0,13.7
2024-01-03 21:00:00,New York,70.0,679,1.7,8.2,0.0,75.0,13.2
2024-01-03 22:00:00,New York,68.2,860,0.6,5.8,0.0,82.0,16.5
2024-01-03 23:00:00,New York,74.0,684,-0.6,8.0,0.0,89.0,14.2
2024-01-04 00:00:00,New York,62.8,310,-0.1,4.9,0.0,87.0,8.0
2024-01-04 01:00:00,New York,62.3,237,0.9,4.3,0.0,81.0,6.7
2024-01-04 02:00:00,New York,63.7,178,0.9,2.4,0.0,83.0,5.8
2024-01-04 03:00:00,New York,61.2,333,0.8,4.3,0.0,86.0,8.4
2024-01-04 04:00:00,New York,59.7,162,0.4,3.7,0.0,87.0,5.6
2024-01-04 05:00:00,New York,60.9,226,0.3,5.8,0.0,86.0,6.6
2024-01-04 06:00:00,New York,68.7,534,0.7,5.7,0.0,82.0,11.4
2024-01-04 07:00:00,New York,72.6,2036,0.5,5.3,0.0,85.0,35.6
2024-01-04 08:00:00,New York,74.1,1480,0.6,5.7,0.0,86.0,26.8
2024-01-04 09:00:00,New York,74.6,1810,1.1,4.2,0.0,84.0,31.8
2024-01-04 10:00:00,New York,67.9,927,2.3,7.5,0.0,81.0,17.5
2024-01-04 11:00:00,New York,72.0,792,3.9,7.6,0.0,72.0,14.6
2024-01-04 12:00:00,New York,69.9,786,5.7,16.4,0.0,59.0,13.5
2024-01-04 13:00:00,New York,69.0,1204,6.8,23.1,0.0,49.0,18.0
2024-01-04 14:00:00,New York,71.9,1130,6.8,25.8,0.0,47.0,17.1
2024-01-04 15:00:00,New York,71.6,772,6.4,26.9,0.0,47.0,12.6
2024-01-04 16:00:00,New York,70.0,1704,5.4,25.7,0.0,49.0,24.3
2024-01-04 17:00:00,New York,75.1,2202,4.3,23.5,0.0,42.0,30.5
2024-01-04 18:00:00,New York,73.7,2164,2.4,23.7,0.0,43.0,30.0
2024-01-04 19:00:00,New York,75.7,2397,0.8,23.3,0.0,43.0,33.0
2024-01-04 20:00:00,New York,71.6,876,-0.4,23.4,0.0,40.0,14.0
2024-01-04 21:00:00,New York,71.0,714,-0.1,24.6,0.0,40.0,11.9
2024-01-04 22:00:00,New York,70.8,489,-1.0,22.1,0.0,43.0,9.1
2024-01-04 23:00:00,New York,68.3,787,-2.1,21.3,0.0,49.0,12.8
2024-01-05 00:00:00,New York,62.4,298,-3.0,20.5,0.0,54.0,6.8
2024-01-05 01:00:00,New York,65.5,108,-3.8,18.5,0.0,57.0,4.4
2024-01-05 02:00:00,New York,64.8,210,-4.2,17.6,0.0,59.0,5.8
2024-01-05 03:00:00,New York,60.7,254,-4.5,17.0,0.0,60.0,6.4
2024-01-05 04:00:00,New York,59.3,145,-4.7,15.1,0.0,62.0,5.0
2024-01-05 05:00:00,New York,62.4,109,-4.8,11.8,0.0,65.0,4.5
2024-01-05 06:00:00,New York,70.2,654,-5.0,9.9,0.0,69.0,12.4
2024-01-05 07:00:00,New York,75.1,1543,-5.1,8.0,0.0,71.0,25.5
2024-01-05 08:00:00,New York,75.4,1905,-5.3,7.2,0.0,74.0,31.4
2024-01-05 09:00:00,New York,73.4,2005,-4.2,10.1,0.0,70.0,32.1
2024-01-05 10:00:00,New York,68.6,1172,-2.3,11.5,0.0,60.0,18.8
2024-01-05 11:00:00,New York,71.8,1196,-0.9,12.4,0.0,52.0,18.2
2024-01-05 12:00:00,New York,71.2,1180,0.1,12.8,0.0,50.0,17.8
2024-01-05 13:00:00,New York,69.7,762,1.1,12.8,0.0,48.0,12.5
2024-01-05 14:00:00,New York,70.8,914,2.1,13.8,0.0,45.0,14.4
2024-01-05 15:00:00,New York,72.8,1154,2.8,13.1,0.0,44.0,17.4
2024-01-05 16:00:00,New York,73.0,2353,3.1,11.9,0.0,44.0,32.4
2024-01-05 17:00:00,New York,70.2,2070,2.4,8.2,0.0,49.0,28.9
2024-01-05 18:00:00,New York,77.9,2154,0.2,10.2,0.0,60.0,32.1
2024-01-05 19:00:00,New York,76.4,1689,-0.6,11.1,0.0,66.0,26.8
2024-01-05 20:00:00,New York,73.0,764,-0.9,12.1,0.0,69.0,14.0
2024-01-05 21:00:00,New York,70.5,836,-1.0,9.0,0.0,69.0,15.0
2024-01-05 22:00:00,New York,70.5,573,-1.6,9.8,0.0,73.0,11.5
2024-01-05 23:00:00,New York,69.7,697,-2.5,10.0,0.0,78.0,13.7
2024-01-06 00:00:00,New York,59.1,112,-3.2,8.0,0.0,83.0,4.8
2024-01-06 01:00:00,New York,54.4,115,-4.1,6.7,0.0,87.0,4.9
2024-01-06 02:00:00,New York,59.0,171,-4.4,6.2,0.0,89.0,5.8
2024-01-06 03:00:00,New York,59.4,100,-4.2,7.9,0.0,89.0,4.6
2024-01-06 04:00:00,New York,58.0,110,-4.8,6.6,0.0,90.0,4.8
2024-01-06 05:00:00,New York,59.9,126,-5.2,8.4,0.0,92.0,5.1
2024-01-06 06:00:00,New York,67.0,325,-3.8,5.0,0.0,89.0,8.3
2024-01-06 07:00:00,New York,68.2,1168,-4.1,4.1,0.0,93.0,22.6
2024-01-06 08:00:00,New York,68.3,978,-3.8,1.8,0.0,96.0,19.7
2024-01-06 09:00:00,New York,65.4,1095,-3.8,3.6,0.0,99.0,22.1
2024-01-06 10:00:00,New York,67.0,840,-2.0,6.1,0.0,82.0,16.2
2024-01-06 11:00:00,New York,62.7,796,-0.5,7.8,0.0,72.0,14.7
2024-01-06 12:00:00,New York,66.4,813,0.9,9.3,0.0,68.0,14.6
2024-01-06 13:00:00,New York,70.2,723,1.8,10.2,0.0,64.0,13.0
2024-01-06 14:00:00,New York,64.7,812,2.3,13.3,0.0,69.0,14.7
2024-01-06 15:00:00,New York,63.6,576,2.8,15.5,0.0,68.0,11.2
2024-01-06 16:00:00,New York,69.9,1129,2.1,14.7,0.2,77.0,18.8
2024-01-06 17:00:00,New York,69.9,1167,1.8,16.3,0.5,83.0,17.8
2024-01-06 18:00:00,New York,69.1,1422,1.3,17.6,1.2,92.0,15.3
2024-01-06 19:00:00,New York,66.3,1207,1.1,19.2,1.8,99.0,9.3
2024-01-06 20:00:00,New York,63.9,520,1.0,21.5,3.0,100.0,5.7
2024-01-06 21:00:00,New York,60.1,489,0.9,26.6,1.8,99.0,5.6
2024-01-06 22:00:00,New York,66.6,609,1.1,28.5,0.9,98.0,9.7
2024-01-06 23:00:00,New York,64.2,483,1.1,29.1,1.6,100.0,6.0
2024-01-07 00:00:00,New York,57.7,151,1.5,25.9,0.8,100.0,4.8
2024-01-07 01:00:00,New York,61.3,195,1.5,23.2,1.0,100.0,5.0
2024-01-07 02:00:00,New York,59.4,128,1.6,26.2,0.5,99.0,4.8
2024-01-07 03:00:00,New York,55.5,126,1.9,27.0,0.1,98.0,5.1
2024-01-07 04:00:00,New York,57.7,199,2.2,26.2,0.0,97.0,6.4
2024-01-07 05:00:00,New York,56.1,140,2.3,25.8,0.1,96.0,5.3
2024-01-07 06:00:00,New York,64.5,523,2.3,22.9,0.1,96.0,11.6
2024-01-07 07:00:00,New York,71.0,1240,2.4,20.6,0.2,97.0,22.6
2024-01-07 08:00:00,New York,69.2,980,2.5,19.4,0.3,96.0,17.7
2024-01-07 09:00:00,New York,74.1,1278,1.9,14.4,0.5,93.0,20.2
2024-01-07 10:00:00,New York,68.5,837,1.6,14.3,1.0,95.0,11.5
2024-01-07 11:00:00,New York,68.2,625,1.5,14.6,0.4,97.0,12.0
2024-01-07 12:00:00,New York,69.0,658,1.4,21.5,1.0,98.0,9.8
2024-01-07 13:00:00,New York,70.4,782,1.0,13.8,1.1,96.0,10.5
2024-01-07 14:00:00,New York,70.2,580,1.5,13.9,0.2,93.0,12.0
2024-01-07 15:00:00,New York,66.9,561,2.2,12.1,0.0,86.0,12.0
2024-01-07 16:00:00,New York,70.4,1419,2.5,9.0,0.0,84.0,25.6
2024-01-07 17:00:00,New York,68.6,1512,2.0,8.6,0.0,85.0,27.2
2024-01-07 18:00:00,New York,70.1,1446,1.3,9.4,0.0,86.0,26.3
2024-01-07 19:00:00,New York,63.3,974,0.7,8.6,0.0,86.0,18.7
2024-01-07 20:00:00,New York,66.0,426,-0.2,7.0,0.0,90.0,10.0
2024-01-07 21:00:00,New York,65.5,393,0.2,12.9,0.0,86.0,9.3
2024-01-07 22:00:00,New York,67.9,531,0.6,18.3,0.0,81.0,11.3
2024-01-07 23:00:00,New York,61.7,501,0.2,16.3,0.0,81.0,10.8
2024-01-08 00:00:00,New York,64.3,343,-0.5,11.4,0.0,85.0,8.5
2024-01-08 01:00:00,New York,62.6,142,-0.6,11.6,0.0,86.0,5.3
2024-01-08 02:00:00,New York,62.6,124,-0.5,13.6,0.0,84.0,5.0
2024-01-08 03:00:00,New York,62.1,206,-0.3,13.8,0.0,83.0,6.3
2024-01-08 04:00:00,New York,61.7,349,-0.8,12.3,0.0,83.0,8.5
2024-01-08 05:00:00,New York,63.7,187,-0.4,15.8,0.0,80.0,5.9
2024-01-08 06:00:00,New York,68.4,596,-0.6,15.3,0.0,79.0,12.2
2024-01-08 07:00:00,New York,74.3,1891,-0.9,15.5,0.0,79.0,32.1
2024-01-08 08:00:00,New York,75.2,1845,-0.8,16.1,0.0,77.0,31.0
2024-01-08 09:00:00,New York,75.6,2274,0.2,16.6,0.0,75.0,37.1
2024-01-08 10:00:00,New York,69.7,996,2.0,20.1,0.0,69.0,17.3
2024-01-08 11:00:00,New York,68.6,801,3.7,17.6,0.0,63.0,14.1
2024-01-08 12:00:00,New York,72.3,1020,4.6,15.5,0.0,60.0,16.8
2024-01-08 13:00:00,New York,69.4,1093,5.6,14.8,0.0,56.0,17.3
2024-01-08 14:00:00,New York,68.1,1041,6.1,15.0,0.0,53.0,16.3
2024-01-08 15:00:00,New York,69.5,1108,6.3,13.8,0.0,50.0,16.8
2024-01-08 16:00:00,New York,72.9,1797,6.2,11.7,0.0,50.0,25.5
2024-01-08 17:00:00,New York,75.4,2182,4.8,5.0,0.0,62.0,32.9
2024-01-08 18:00:00,New York,72.6,2170,4.1,6.2,0.0,58.0,31.9
2024-01-08 19:00:00,New York,72.7,2035,3.2,2.6,0.0,61.0,30.7
2024-01-08 20:00:00,New York,69.6,729,2.3,0.0,0.0,64.0,13.1
2024-01-08 21:00:00,New York,68.4,579,-2.5,9.0,0.0,87.0,12.4
2024-01-08 22:00:00,New York,69.8,759,-3.2,8.4,0.0,90.0,15.5
2024-01-08 23:00:00,New York,69.5,750,-2.8,4.9,0.0,92.0,15.5
2024-01-09 00:00:00,New York,61.7,133,-3.6,4.0,0.0,96.0,5.3
2024-01-09 01:00:00,New York,62.8,99,-3.7,2.7,0.0,97.0,4.7
2024-01-09 02:00:00,New York,67.2,183,-4.1,2.9,0.0,95.0,6.1
2024-01-09 03:00:00,New York,61.8,70,-4.3,4.2,0.0,96.0,4.2
2024-01-09 04:00:00,New York,61.2,141,-4.6,4.0,0.0,98.0,5.4
2024-01-09 05:00:00,New York,60.9,199,-3.4,5.7,0.0,97.0,6.4
2024-01-09 06:00:00,New York,67.8,954,-3.2,6.1,0.0,96.0,19.3
2024-01-09 07:00:00,New York,73.0,2060,-1.9,6.0,0.0,90.0,37.0
2024-01-09 08:00:00,New York,78.5,1900,-1.2,7.1,0.0,88.0,34.0
2024-01-09 09:00:00,New York,74.4,1724,0.2,8.9,0.0,85.0,30.6
2024-01-09 10:00:00,New York,70.8,836,2.7,6.4,0.0,81.0,16.0
2024-01-09 11:00:00,New York,69.9,1309,5.2,14.7,0.0,72.0,22.2
2024-01-09 12:00:00,New York,69.5,1074,5.4,21.5,0.1,75.0,18.5
2024-01-09 13:00:00,New York,72.1,982,4.6,21.3,0.7,89.0,14.6
2024-01-09 14:00:00,New York,71.6,1136,5.2,25.8,0.6,90.0,17.2
2024-01-09 15:00:00,New York,70.9,1118,6.0,30.0,1.0,91.0,14.1
2024-01-09 16:00:00,New York,76.5,2050,6.2,33.2,1.5,92.0,16.7
2024-01-09 17:00:00,New York,73.5,1552,7.3,35.1,1.3,91.0,15.4
2024-01-09 18:00:00,New York,77.4,2383,8.6,33.4,1.0,92.0,26.9
2024-01-09 19:00:00,New York,72.6,1856,9.6,31.3,3.6,92.0,12.3
2024-01-09 20:00:00,New York,65.9,847,10.2,32.3,3.7,91.0,7.2
2024-01-09 21:00:00,New York,66.7,596,11.3,46.0,5.5,90.0,6.0
2024-01-09 22:00:00,New York,64.9,511,11.8,46.0,5.7,91.0,5.5
2024-01-09 23:00:00,New York,65.5,781,12.6,57.3,6.8,91.0,6.9
2024-01-10 00:00:00,New York,60.0,234,13.1,48.6,6.5,92.0,4.2
2024-01-10 01:00:00,New York,59.1,310,13.0,24.8,12.9,93.0,4.6
2024-01-10 02:00:00,New York,63.6,348,13.1,36.2,8.3,92.0,4.7
2024-01-10 03:00:00,New York,61.0,100,13.6,42.2,0.4,90.0,4.4
2024-01-10 04:00:00,New York,62.2,87,13.8,27.5,0.0,90.0,4.4
2024-01-10 05:00:00,New York,61.9,267,12.9,25.7,0.1,92.0,7.3
2024-01-10 06:00:00,New York,69.3,535,10.9,28.1,0.0,86.0,11.6
2024-01-10 07:00:00,New York,72.8,1918,8.6,23.2,0.0,81.0,32.9
2024-01-10 08:00:00,New York,75.3,2341,7.2,21.7,0.0,75.0,38.1
2024-01-10 09:00:00,New York,78.2,1767,8.4,20.5,0.0,77.0,29.9
2024-01-10 10:00:00,New York,67.9,871,8.6,26.9,0.0,70.0,15.6
2024-01-10 11:00:00,New York,67.8,986,8.6,26.7,0.0,62.0,16.5
2024-01-10 12:00:00,New York,66.5,865,9.0,35.3,0.0,55.0,14.2
2024-01-10 13:00:00,New York,69.2,1263,9.3,32.7,0.0,47.0,18.8
2024-01-10 14:00:00,New York,68.8,1279,9.6,38.5,0.0,44.0,19.0
2024-01-10 15:00:00,New York,71.4,1018,8.8,38.9,0.0,44.0,15.7
2024-01-10 16:00:00,New York,71.8,1729,8.6,32.0,0.0,46.0,24.6
2024-01-10 17:00:00,New York,71.5,2227,8.1,30.1,0.0,48.0,30.8
2024-01-10 18:00:00,New York,79.7,2368,6.8,24.5,0.0,51.0,32.8
2024-01-10 19:00:00,New York,73.5,1545,6.2,23.0,0.0,54.0,22.9
2024-01-10 20:00:00,New York,69.6,837,5.6,21.0,0.0,56.0,14.0
2024-01-10 21:00:00,New York,70.8,808,6.8,17.0,0.0,51.0,13.2
2024-01-10 22:00:00,New York,71.7,495,5.6,14.8,0.0,63.0,9.8
2024-01-10 23:00:00,New York,71.1,728,5.2,16.8,0.0,71.0,13.6
2024-01-11 00:00:00,New York,63.4,63,5.2,19.7,0.0,67.0,3.9
2024-01-11 01:00:00,New York,60.3,307,4.3,20.3,0.0,62.0,7.2
2024-01-11 02:00:00,New York,59.2,105,3.8,16.6,0.0,64.0,4.5
2024-01-11 03:00:00,New York,63.9,303,3.0,13.0,0.0,72.0,7.5
2024-01-11 04:00:00,New York,63.8,301,2.2,10.6,0.0,78.0,7.6
2024-01-11 05:00:00,New York,63.0,187,2.0,12.4,0.0,74.0,5.8
2024-01-11 06:00:00,New York,65.8,612,1.2,12.0,0.0,74.0,12.1
2024-01-11 07:00:00,New York,72.6,1650,0.6,12.1,0.0,77.0,28.1
2024-01-11 08:00:00,New York,73.5,1701,0.1,12.1,0.0,80.0,29.4
2024-01-11 09:00:00,New York,71.1,1702,2.8,13.5,0.0,66.0,27.0
2024-01-11 10:00:00,New York,72.9,1288,4.1,13.4,0.0,63.0,20.8
2024-01-11 11:00:00,New York,70.1,1050,5.6,14.7,0.0,57.0,16.9
2024-01-11 12:00:00,New York,69.1,896,6.7,17.3,0.0,51.0,14.3
2024-01-11 13:00:00,New York,68.8,1051,7.7,22.3,0.0,44.0,16.1
2024-01-11 14:00:00,New York,68.0,723,7.9,22.9,0.0,45.0,12.0
2024-01-11 15:00:00,New York,69.7,966,8.0,18.4,0.0,45.0,15.1
2024-01-11 16:00:00,New York,77.0,2336,8.1,15.8,0.0,46.0,32.2
2024-01-11 17:00:00,New York,72.0,2126,7.4,12.5,0.0,51.0,29.8
2024-01-11 18:00:00,New York,73.4,2284,4.8,8.7,0.0,63.0,34.5
2024-01-11 19:00:00,New York,73.8,1988,4.0,10.0,0.0,68.0,31.4
2024-01-11 20:00:00,New York,68.8,759,4.7,15.8,0.0,65.0,13.6
2024-01-11 21:00:00,New York,69.2,952,4.9,15.3,0.0,63.0,16.1
2024-01-11 22:00:00,New York,68.8,604,5.0,12.0,0.0,62.0,11.3
2024-01-11 23:00:00,New York,70.0,864,4.1,8.1,0.0,69.0,15.4
2024-01-12 00:00:00,New York,62.0,75,3.1,12.0,0.0,74.0,4.1
2024-01-12 01:00:00,New York,67.9,188,2.5,12.4,0.0,78.0,5.9
2024-01-12 02:00:00,New York,62.2,253,2.0,11.3,0.0,82.0,7.0
2024-01-12 03:00:00,New York,61.7,241,1.5,10.5,0.0,84.0,6.8
2024-01-12 04:00:00,New York,61.2,159,1.2,10.0,0.0,83.0,5.5
2024-01-12 05:00:00,New York,63.4,226,0.4,8.5,0.0,85.0,6.6
2024-01-12 06:00:00,New York,70.8,531,-0.4,7.8,0.0,87.0,11.6
2024-01-12 07:00:00,New York,72.0,2233,-1.1,8.4,0.0,89.0,39.6
2024-01-12 08:00:00,New York,73.7,2158,-2.0,10.0,0.0,90.0,38.6
2024-01-12 09:00:00,New York,74.2,2324,0.3,5.1,0.0,88.0,40.9
2024-01-12 10:00:00,New York,67.3,1196,2.9,6.6,0.0,79.0,21.4
2024-01-12 11:00:00,New York,66.9,817,5.4,5.4,0.0,69.0,14.8
2024-01-12 12:00:00,New York,68.8,1300,7.0,6.3,0.0,63.0,20.9
2024-01-12 13:00:00,New York,71.5,879,7.8,5.2,0.0,58.0,14.7
2024-01-12 14:00:00,New York,68.5,1004,8.1,10.6,0.0,56.0,16.2
2024-01-12 15:00:00,New York,70.1,1257,8.1,16.5,0.0,51.0,18.8
2024-01-12 16:00:00,New York,76.6,1586,7.2,18.9,0.0,53.0,23.3
2024-01-12 17:00:00,New York,72.6,1939,6.1,16.3,0.0,68.0,30.7
2024-01-12 18:00:00,New York,74.7,1562,4.9,15.0,0.0,80.0,27.2
2024-01-12 19:00:00,New York,73.5,1821,5.3,16.4,0.0,82.0,31.6
2024-01-12 20:00:00,New York,68.8,735,5.8,19.8,0.0,80.0,14.4
2024-01-12 21:00:00,New York,70.9,829,6.2,22.1,0.0,81.0,15.9
2024-01-12 22:00:00,New York,71.2,772,6.6,18.4,0.2,83.0,14.2
2024-01-12 23:00:00,New York,73.8,656,6.7,20.5,0.6,87.0,11.1
2024-01-13 00:00:00,New York,59.0,145,7.2,28.5,3.2,91.0,3.7
2024-01-13 01:00:00,New York,61.3,192,8.1,32.1,1.8,92.0,4.0
2024-01-13 02:00:00,New York,60.3,151,8.8,28.4,3.5,93.0,3.8
2024-01-13 03:00:00,New York,54.0,91,10.3,30.7,6.8,92.0,3.5
2024-01-13 04:00:00,New York,58.1,70,11.0,33.2,4.5,94.0,3.4
2024-01-13 05:00:00,New York,59.2,100,11.6,30.5,1.6,92.0,3.6
2024-01-13 06:00:00,New York,65.8,355,11.5,22.7,0.0,93.0,9.0
2024-01-13 07:00:00,New York,70.0,1191,11.1,14.8,0.6,95.0,18.4
2024-01-13 08:00:00,New York,69.0,1011,10.8,11.2,0.1,97.0,19.7
2024-01-13 09:00:00,New York,70.8,1009,14.4,20.5,0.0,91.0,19.7
2024-01-13 10:00:00,New York,65.8,690,14.6,21.1,0.6,94.0,11.9
2024-01-13 11:00:00,New York,64.2,670,14.1,28.0,0.1,84.0,13.2
2024-01-13 12:00:00,New York,63.4,711,13.8,32.6,0.1,68.0,12.8
2024-01-13 13:00:00,New York,65.3,565,12.9,31.9,0.0,51.0,10.1
2024-01-13 14:00:00,New York,63.2,495,10.8,34.2,0.0,49.0,9.2
2024-01-13 15:00:00,New York,64.8,632,8.8,28.5,0.0,47.0,10.9
2024-01-13 16:00:00,New York,67.6,1309,8.6,33.4,0.0,43.0,19.4
2024-01-13 17:00:00,New York,69.3,1392,7.9,31.3,0.0,38.0,20.4
2024-01-13 18:00:00,New York,65.8,1249,6.1,31.1,0.0,39.0,18.6
2024-01-13 19:00:00,New York,67.8,1240,4.2,31.8,0.0,43.0,18.5
2024-01-13 20:00:00,New York,59.9,338,3.1,29.2,0.0,43.0,7.2
2024-01-13 21:00:00,New York,64.6,475,4.2,26.9,0.0,42.0,8.9
2024-01-13 22:00:00,New York,63.2,562,2.9,24.5,0.0,45.0,10.0
2024-01-13 23:00:00,New York,64.9,382,1.8,25.6,0.0,47.0,7.8
2024-01-14 00:00:00,New York,56.4,171,1.1,25.5,0.0,48.0,5.1
2024-01-14 01:00:00,New York,60.3,117,0.4,23.1,0.0,50.0,4.5
2024-01-14 02:00:00,New York,55.7,128,-0.2,21.3,0.0,51.0,4.6
2024-01-14 03:00:00,New York,56.1,110,-0.9,19.0,0.0,53.0,4.4
2024-01-14 04:00:00,New York,55.0,120,-1.3,21.5,0.0,54.0,4.5
2024-01-14 05:00:00,New York,54.1,62,-1.5,20.4,0.0,55.0,3.8
2024-01-14 06:00:00,New York,68.4,492,-1.6,17.0,0.0,56.0,9.4
2024-01-14 07:00:00,New York,69.7,1251,-1.9,13.7,0.0,59.0,19.8
2024-01-14 08:00:00,New York,70.4,957,-2.0,14.6,0.0,62.0,16.1
2024-01-14 09:00:00,New York,68.9,1286,-0.1,19.9,0.0,59.0,20.2
2024-01-14 10:00:00,New York,61.7,552,1.5,21.5,0.0,56.0,10.2
2024-01-14 11:00:00,New York,65.0,634,3.2,24.7,0.0,51.0,11.0
2024-01-14 12:00:00,New York,65.8,614,4.9,24.7,0.0,48.0,10.7
